instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
10642178,41571,FINNIFTY2321419250CE,FINNIFTY,0.0,2023-02-14,19250.0,0.05,40,CE,NFO-OPT,NFO
10642434,41572,FINNIFTY2321419250PE,FINNIFTY,0.0,2023-02-14,19250.0,0.05,40,PE,NFO-OPT,NFO
10642690,41573,FINNIFTY2321419300CE,FINNIFTY,0.0,2023-02-14,19300.0,0.05,40,CE,NFO-OPT,NFO
10642946,41574,FINNIFTY2321419300PE,FINNIFTY,0.0,2023-02-14,19300.0,0.05,40,PE,NFO-OPT,NFO
10643202,41575,FINNIFTY2321419350CE,FINNIFTY,0.0,2023-02-14,19350.0,0.05,40,CE,NFO-OPT,NFO
10643458,41576,FINNIFTY2321419350PE,FINNIFTY,0.0,2023-02-14,19350.0,0.05,40,PE,NFO-OPT,NFO
10643714,41577,FINNIFTY2321419400CE,FINNIFTY,0.0,2023-02-14,19400.0,0.05,40,CE,NFO-OPT,NFO
10643970,41578,FINNIFTY2321419400PE,FINNIFTY,0.0,2023-02-14,19400.0,0.05,40,PE,NFO-OPT,NFO
10644226,41579,FINNIFTY2321419450CE,FINNIFTY,0.0,2023-02-14,19450.0,0.05,40,CE,NFO-OPT,NFO
10644482,41580,FINNIFTY2321419450PE,FINNIFTY,0.0,2023-02-14,19450.0,0.05,40,PE,NFO-OPT,NFO
10644738,41581,FINNIFTY2321419500CE,FINNIFTY,0.0,2023-02-14,19500.0,0.05,40,CE,NFO-OPT,NFO
10644994,41582,FINNIFTY2321419500PE,FINNIFTY,0.0,2023-02-14,19500.0,0.05,40,PE,NFO-OPT,NFO
10645250,41583,FINNIFTY2321419550CE,FINNIFTY,0.0,2023-02-14,19550.0,0.05,40,CE,NFO-OPT,NFO
10645506,41584,FINNIFTY2321419550PE,FINNIFTY,0.0,2023-02-14,19550.0,0.05,40,PE,NFO-OPT,NFO
10645762,41585,FINNIFTY2321419600CE,FINNIFTY,0.0,2023-02-14,19600.0,0.05,40,CE,NFO-OPT,NFO
10646018,41586,FINNIFTY2321419600PE,FINNIFTY,0.0,2023-02-14,19600.0,0.05,40,PE,NFO-OPT,NFO
10646274,41587,FINNIFTY2321419650CE,FINNIFTY,0.0,2023-02-14,19650.0,0.05,40,CE,NFO-OPT,NFO
10646530,41588,FINNIFTY2321419650PE,FINNIFTY,0.0,2023-02-14,19650.0,0.05,40,PE,NFO-OPT,NFO
10646786,41589,FINNIFTY2321419700CE,FINNIFTY,0.0,2023-02-14,19700.0,0.05,40,CE,NFO-OPT,NFO
10647042,41590,FINNIFTY2321419700PE,FINNIFTY,0.0,2023-02-14,19700.0,0.05,40,PE,NFO-OPT,NFO
10647810,41593,FINNIFTY2321419750CE,FINNIFTY,0.0,2023-02-14,19750.0,0.05,40,CE,NFO-OPT,NFO
10648066,41594,FINNIFTY2321419750PE,FINNIFTY,0.0,2023-02-14,19750.0,0.05,40,PE,NFO-OPT,NFO
10648322,41595,FINNIFTY2321419800CE,FINNIFTY,0.0,2023-02-14,19800.0,0.05,40,CE,NFO-OPT,NFO
10648578,41596,FINNIFTY2321419800PE,FINNIFTY,0.0,2023-02-14,19800.0,0.05,40,PE,NFO-OPT,NFO
10648834,41597,FINNIFTY2321419850CE,FINNIFTY,0.0,2023-02-14,19850.0,0.05,40,CE,NFO-OPT,NFO
10649090,41598,FINNIFTY2321419850PE,FINNIFTY,0.0,2023-02-14,19850.0,0.05,40,PE,NFO-OPT,NFO
10649858,41601,FINNIFTY2321419900CE,FINNIFTY,0.0,2023-02-14,19900.0,0.05,40,CE,NFO-OPT,NFO
10650114,41602,FINNIFTY2321419900PE,FINNIFTY,0.0,2023-02-14,19900.0,0.05,40,PE,NFO-OPT,NFO
10650882,41605,FINNIFTY2321420000CE,FINNIFTY,0.0,2023-02-14,20000.0,0.05,40,CE,NFO-OPT,NFO
10651138,41606,FINNIFTY2321420000PE,FINNIFTY,0.0,2023-02-14,20000.0,0.05,40,PE,NFO-OPT,NFO
10652418,41611,FINNIFTY2321420100CE,FINNIFTY,0.0,2023-02-14,20100.0,0.05,40,CE,NFO-OPT,NFO
10652674,41612,FINNIFTY2321420100PE,FINNIFTY,0.0,2023-02-14,20100.0,0.05,40,PE,NFO-OPT,NFO
10653442,41615,FINNIFTY2321420200CE,FINNIFTY,0.0,2023-02-14,20200.0,0.05,40,CE,NFO-OPT,NFO
10653698,41616,FINNIFTY2321420200PE,FINNIFTY,0.0,2023-02-14,20200.0,0.05,40,PE,NFO-OPT,NFO
10654978,41621,FINNIFTY2321420300CE,FINNIFTY,0.0,2023-02-14,20300.0,0.05,40,CE,NFO-OPT,NFO
10655234,41622,FINNIFTY2321420300PE,FINNIFTY,0.0,2023-02-14,20300.0,0.05,40,PE,NFO-OPT,NFO
10656002,41625,FINNIFTY2321420400CE,FINNIFTY,0.0,2023-02-14,20400.0,0.05,40,CE,NFO-OPT,NFO
10656258,41626,FINNIFTY2321420400PE,FINNIFTY,0.0,2023-02-14,20400.0,0.05,40,PE,NFO-OPT,NFO
10657026,41629,FINNIFTY2321420500CE,FINNIFTY,0.0,2023-02-14,20500.0,0.05,40,CE,NFO-OPT,NFO
10657282,41630,FINNIFTY2321420500PE,FINNIFTY,0.0,2023-02-14,20500.0,0.05,40,PE,NFO-OPT,NFO
10657538,41631,FINNIFTY2321420600CE,FINNIFTY,0.0,2023-02-14,20600.0,0.05,40,CE,NFO-OPT,NFO
10657794,41632,FINNIFTY2321420600PE,FINNIFTY,0.0,2023-02-14,20600.0,0.05,40,PE,NFO-OPT,NFO
10658050,41633,FINNIFTY2321420700CE,FINNIFTY,0.0,2023-02-14,20700.0,0.05,40,CE,NFO-OPT,NFO
10658306,41634,FINNIFTY2321420700PE,FINNIFTY,0.0,2023-02-14,20700.0,0.05,40,PE,NFO-OPT,NFO
10658562,41635,FINNIFTY2321420800CE,FINNIFTY,0.0,2023-02-14,20800.0,0.05,40,CE,NFO-OPT,NFO
10658818,41636,FINNIFTY2321420800PE,FINNIFTY,0.0,2023-02-14,20800.0,0.05,40,PE,NFO-OPT,NFO
10659074,41637,FINNIFTY2321420900CE,FINNIFTY,0.0,2023-02-14,20900.0,0.05,40,CE,NFO-OPT,NFO
10659330,41638,FINNIFTY2321420900PE,FINNIFTY,0.0,2023-02-14,20900.0,0.05,40,PE,NFO-OPT,NFO
